Unique_Advisor_Id,Unique_Investment_Id,Month,Shares,AUM,aum_per_share
1000103,9339,2016 / 01,71.4383,7108.4667,99.5049
1000103,9339,2016 / 02,133.5348,11905.0833,89.1534
1000103,9339,2016 / 03,137.4932,13302.7167,96.7518
1000103,9339,2016 / 04,140.3908,13734.7333,97.8321
1000103,9339,2016 / 05,157.1572,15925.0833,101.3322
1000103,9339,2016 / 06,46.323,4654.1,100.4706
1000103,9339,2016 / 07,47.2278,4950.5333,104.8224
1000103,9339,2016 / 08,48.1995,5108.2667,105.9817
1000103,9339,2016 / 09,49.0322,5232.7833,106.7214
1000103,9339,2016 / 10,50.2772,5119.95,101.8345
1000103,9339,2016 / 11,51.753,5673.8167,109.6326
1000103,9339,2016 / 12,51.8397,5675.5833,109.4834
1000373,13872,2016 / 01,74.1067,2422.547,32.69
1000373,13872,2016 / 02,74.1067,2332.8778,31.48
1000373,13872,2016 / 03,74.1067,2479.609,33.46
1000373,13872,2016 / 04,74.1067,2444.779,32.99
1000373,13872,2016 / 05,74.1067,2570.0192,34.68
1000373,13872,2016 / 06,74.1067,2487.7608,33.57
1000373,13872,2016 / 07,74.1067,2694.5183,36.36
1000373,13872,2016 / 08,74.1067,2698.2237,36.41
1000373,13872,2016 / 09,74.1067,2776.7768,37.47
1000373,13872,2016 / 10,74.1067,2725.6432,36.78
1000373,13872,2016 / 11,74.1067,2707.1165,36.53
1000373,13872,2016 / 12,79.1583,2706.4235,34.19
1000373,19233,2016 / 01,1221.6208,18446.4746,15.1
1000373,19233,2016 / 02,1221.6208,18092.2046,14.81
1000373,19233,2016 / 03,1221.6208,19301.6092,15.8
1000373,19233,2016 / 04,1221.6208,19191.6633,15.71
1000373,19233,2016 / 05,1221.6208,19912.4196,16.3
1000373,19233,2016 / 06,1221.6208,19533.7172,15.99
1000373,19233,2016 / 07,1221.6208,20743.1217,16.98
1000373,19233,2016 / 08,1221.6208,20718.6893,16.96
1000373,19233,2016 / 09,1221.6208,21085.1756,17.26
1000373,19233,2016 / 10,1221.6208,20730.9056,16.97
1000373,19233,2016 / 11,1221.6208,20645.3921,16.9
1000373,19233,2016 / 12,1270.5958,20761.5359,16.34
1000373,19897,2016 / 12,8209.245,107705.2943,13.12
1000373,3460,2016 / 01,108.1767,1114.2197,10.3
1000373,3460,2016 / 02,108.1767,1121.792,10.37
1000373,3460,2016 / 03,108.1767,1144.5092,10.58
1000373,3460,2016 / 04,108.1767,1179.1257,10.9
1000373,3460,2016 / 05,108.1767,1194.2703,11.04
1000373,3460,2016 / 06,108.1767,1234.2958,11.41
1000373,3460,2016 / 07,108.1767,1252.6858,11.58
1000373,3460,2016 / 08,108.1767,1248.3587,11.54
1000373,3460,2016 / 09,108.1767,1262.4217,11.67
1000373,3460,2016 / 10,108.1767,1240.7863,11.47
1000373,3460,2016 / 11,108.1767,1234.2958,11.41
1000373,3460,2016 / 12,117.4033,1249.1715,10.64
1000373,3535,2016 / 01,429.1733,8596.3418,20.03
1000373,3535,2016 / 02,429.1733,8501.9238,19.81
1000373,3535,2016 / 03,431.1933,9128.3628,21.17
1000373,3535,2016 / 04,431.1933,9425.8862,21.86
1000373,3535,2016 / 05,431.1933,9443.134,21.9
1000373,3535,2016 / 06,433.2133,9296.7582,21.46
1000373,3535,2016 / 07,433.2133,9677.9858,22.34
1000373,3535,2016 / 08,433.2133,9933.5818,22.93
1000373,3535,2016 / 09,435.1333,9942.7967,22.85
1000373,3535,2016 / 10,435.1333,9860.1213,22.66
1000373,3535,2016 / 11,435.1333,10765.1987,24.74
1000373,3535,2016 / 12,463.1833,10963.5495,23.67
1000373,3538,2016 / 01,128.4183,2572.2192,20.03
1000373,3538,2016 / 02,128.4183,2542.683,19.8
1000373,3538,2016 / 03,128.8058,2726.8195,21.17
1000373,3538,2016 / 04,128.8058,2814.4075,21.85
1000373,3538,2016 / 05,128.8058,2818.2717,21.88
1000373,3538,2016 / 06,129.1675,2773.2262,21.47
1000373,3538,2016 / 07,129.1675,2884.3102,22.33
1000373,3538,2016 / 08,129.1675,2959.2274,22.91
1000373,3538,2016 / 09,129.5008,2959.0941,22.85
1000373,3538,2016 / 10,129.5008,2933.1939,22.65
1000373,3538,2016 / 11,129.5008,3199.9656,24.71
1000373,3538,2016 / 12,137.5967,3256.9131,23.67
1000373,3653,2016 / 01,442.8933,13056.4955,29.48
1000373,3653,2016 / 02,442.8933,12985.6325,29.32
1000373,3653,2016 / 03,442.8933,13946.7111,31.49
1000373,3653,2016 / 04,442.8933,13999.8582,31.61
1000373,3653,2016 / 05,442.8933,13933.4242,31.46
1000373,3653,2016 / 06,442.8933,13605.6832,30.72
1000373,3653,2016 / 07,442.8933,14084.008,31.8
1000373,3653,2016 / 08,442.8933,14084.008,31.8
1000373,3653,2016 / 09,442.8933,14119.4395,31.88
1000373,3653,2016 / 10,442.8933,13654.4015,30.83
1000373,3653,2016 / 11,442.8933,13308.9447,30.05
1000373,3653,2016 / 12,448.2767,13605.1968,30.35
1000373,4008,2016 / 01,17772.8342,213629.4664,12.02
1000373,4008,2016 / 02,17612.0108,210463.5317,11.95
1000373,4008,2016 / 03,11480.2,149472.2041,13.02
1000373,4008,2016 / 04,7584.1083,98517.5671,12.99
1000373,4008,2016 / 05,7203.9883,93075.5293,12.92
1000373,4008,2016 / 06,7202.9375,95871.098,13.31
1000373,4008,2016 / 07,6291.7842,87833.3069,13.96
1000373,4008,2016 / 08,9248.1183,126421.7769,13.67
1000373,4008,2016 / 09,5667.905,76460.0385,13.49
1000373,4008,2016 / 10,5147.025,65521.6284,12.73
1000373,4008,2016 / 11,5086.3283,62867.0181,12.36
1000373,4008,2016 / 12,5174.9775,63703.9727,12.31
1000373,4063,2016 / 01,259.8758,3217.2628,12.38
1000373,4063,2016 / 02,259.8758,3214.6641,12.37
1000373,4063,2016 / 03,259.8758,3435.5585,13.22
1000373,4063,2016 / 04,259.8758,3471.9412,13.36
1000373,4063,2016 / 05,259.8758,3516.12,13.53
1000373,4063,2016 / 06,259.8758,3451.1511,13.28
1000373,4063,2016 / 07,259.8758,3617.4716,13.92
1000373,4063,2016 / 08,259.8758,3661.6505,14.09
1000373,4063,2016 / 09,259.8758,3669.4468,14.12
1000373,4063,2016 / 10,259.8758,3549.9039,13.66
1000373,4063,2016 / 11,259.8758,3609.6753,13.89
1000373,4063,2016 / 12,263.3192,3657.5032,13.89
1000373,4711,2016 / 01,651.9908,10666.57,16.36
1000373,4711,2016 / 02,651.9908,10744.8089,16.48
1000373,4711,2016 / 03,651.9908,11507.6382,17.65
1000373,4711,2016 / 04,651.9908,11559.7975,17.73
1000373,4711,2016 / 05,646.9417,11703.1748,18.09
1000373,4711,2016 / 06,646.9417,11619.0723,17.96
1000373,4711,2016 / 07,646.9417,12104.2786,18.71
1000373,4711,2016 / 08,646.9417,12123.6868,18.74
1000373,4711,2016 / 09,646.9417,12123.6868,18.74
1000373,4711,2016 / 10,646.9417,11845.5019,18.31
1000373,4711,2016 / 11,646.9417,12240.1363,18.92
1000373,4711,2016 / 12,719.1233,12261.0528,17.05
1000373,8844,2016 / 01,313.5883,10467.5785,33.38
1000373,8844,2016 / 02,313.5883,10119.4955,32.27
1000373,8844,2016 / 03,313.5883,10426.8122,33.25
1000373,8844,2016 / 04,79.375,2737.6438,34.49
1000373,8844,2016 / 05,79.375,2813.8438,35.45
1000373,8844,2016 / 06,79.375,2734.4688,34.45
1000373,8844,2016 / 07,79.375,2918.6188,36.77
1000373,8844,2016 / 08,79.375,2811.4625,35.42
1000373,8844,2016 / 09,79.375,2844.8,35.84
1000474,19233,2016 / 01,487.395,7223.1938,14.82
1000474,19233,2016 / 02,487.395,7427.8998,15.24
1000474,19233,2016 / 03,487.395,7773.9502,15.95
1000474,19233,2016 / 04,468.3333,7343.4667,15.68
1000474,19233,2016 / 05,468.3333,7633.8333,16.3
1000474,19233,2016 / 06,468.3333,7488.65,15.99
1000474,19233,2016 / 07,468.3333,7952.3,16.98
1000474,19233,2016 / 08,468.3333,7942.9333,16.96
1000474,19233,2016 / 09,468.3333,8083.4333,17.26
1000474,19233,2016 / 10,468.3333,7947.6167,16.97
1000474,19233,2016 / 11,468.3333,7914.8333,16.9
1000474,19233,2016 / 12,487.1083,7959.3502,16.34
1000474,3144,2016 / 07,12519.5933,125321.1293,10.01
1000474,3144,2016 / 08,12519.5933,125321.1293,10.01
1000474,3144,2016 / 09,12519.5933,125446.3252,10.02
1000474,3144,2016 / 10,6259.7967,62785.7606,10.03
1000474,3144,2016 / 11,6259.7967,62848.3585,10.04
1000474,3144,2016 / 12,6259.7967,62910.9565,10.05
1000474,3539,2016 / 01,419.405,4265.3488,10.17
1000474,3539,2016 / 02,419.405,4244.3787,10.12
1000474,3539,2016 / 03,419.405,4277.931,10.2
1000474,3539,2016 / 04,419.405,4311.4833,10.28
1000474,3539,2016 / 05,419.405,4336.6477,10.34
1000474,3539,2016 / 06,419.405,4416.3347,10.53
1000474,3539,2016 / 07,419.405,4403.7525,10.5
1000474,3539,2016 / 08,419.405,4407.9465,10.51
1000474,3539,2016 / 09,419.405,4378.5882,10.44
1000474,3539,2016 / 10,209.7025,2155.7417,10.28
1000474,3539,2016 / 11,209.7025,2042.5023,9.74
1000474,3539,2016 / 12,209.7025,2048.7934,9.77
1000474,3584,2016 / 01,1238.8167,31094.894,25.1005
1000474,3584,2016 / 02,1238.8167,32322.0835,26.0911
1000474,3584,2016 / 03,1238.8167,34228.7485,27.6302
1000474,3584,2016 / 04,1238.8167,33929.4803,27.3886
1000474,3584,2016 / 05,1238.8167,34562.985,27.9
1000474,3584,2016 / 06,1238.8167,34042.682,27.48
1000474,3584,2016 / 07,1238.8167,35467.3212,28.63
1000474,3584,2016 / 08,1238.8167,35417.7685,28.59
1000474,3584,2016 / 09,1238.8167,35529.262,28.68
1000474,3584,2016 / 10,1087.015,30436.42,28
1000474,3584,2016 / 11,1087.015,30077.7051,27.67
1000474,3584,2016 / 12,1095.7167,30263.6943,27.62
1000474,8844,2016 / 01,63.1333,2071.4047,32.81
1000474,8844,2016 / 02,63.1333,2110.5473,33.43
1000474,8844,2016 / 03,63.1333,2120.0173,33.58
1000474,8844,2016 / 04,63.1333,2176.206,34.47
1000474,8844,2016 / 05,63.1333,2238.0767,35.45
1000474,8844,2016 / 06,63.1333,2174.9433,34.45
1000474,8844,2016 / 07,63.1333,2321.4127,36.77
1000474,8844,2016 / 08,63.1333,2236.1827,35.42
1000474,8844,2016 / 09,63.1333,2262.6987,35.84
1000474,8844,2016 / 10,63.1333,2078.9807,32.93
1000474,8844,2016 / 11,63.1333,2148.4273,34.03
1000474,8844,2016 / 12,64.6817,2129.3205,32.92
1000474,9318,2016 / 01,1165.7283,23530.5388,20.1853
1000474,9318,2016 / 02,1165.7283,23619.361,20.2615
1000474,9318,2016 / 03,1165.7283,25233.145,21.6458
1000474,9318,2016 / 04,1165.7283,25307.9622,21.71
1000474,9318,2016 / 05,1165.7283,25785.9108,22.12
1000474,9318,2016 / 06,1165.7283,25459.5068,21.84
1000474,9318,2016 / 07,1165.7283,26835.0663,23.02
1000474,9318,2016 / 08,1165.7283,27149.8128,23.29
1000474,9318,2016 / 09,1165.7283,27056.5547,23.21
1000474,9318,2016 / 10,625.2625,14080.9116,22.52
1000474,9318,2016 / 11,625.2625,14562.3636,23.29
1000474,9318,2016 / 12,689.2275,14804.6067,21.48
1000541,13872,2016 / 07,42.5883,1548.5118,36.36
1000541,13872,2016 / 08,42.5883,1550.6412,36.41
1000541,13872,2016 / 09,42.5883,1595.7848,37.47
1000541,13872,2016 / 10,42.5883,1566.3988,36.78
1000541,13872,2016 / 11,42.5883,1555.7518,36.53
1000541,13872,2016 / 12,45.4917,1555.3602,34.19
1000541,19233,2016 / 01,443.4833,6696.5983,15.1
1000541,19233,2016 / 02,443.4833,6567.9882,14.81
1000541,19233,2016 / 03,443.4833,7007.0367,15.8
1000541,19233,2016 / 04,443.4833,6967.1232,15.71
1000541,19233,2016 / 05,443.4833,7228.7783,16.3
1000541,19233,2016 / 06,443.4833,7091.2985,15.99
1000541,19233,2016 / 07,443.4833,7530.347,16.98
1000541,19233,2016 / 08,443.4833,7521.4773,16.96
1000541,19233,2016 / 09,443.4833,7654.5223,17.26
1000541,3476,2016 / 01,902.3517,8238.4707,9.13
1000541,3476,2016 / 02,902.3517,8193.3532,9.08
1000541,3476,2016 / 03,902.3517,8554.2938,9.48
1000541,3476,2016 / 04,902.3517,8779.8817,9.73
1000541,3476,2016 / 05,902.3517,8879.1403,9.84
1000541,3476,2016 / 06,902.3517,8761.8347,9.71
1000541,3476,2016 / 07,902.3517,9050.5872,10.03
1000541,3476,2016 / 08,902.3517,9222.034,10.22
1000541,3476,2016 / 09,902.3517,9231.0575,10.23
1000541,3476,2016 / 10,902.3517,9194.9635,10.19
1000541,3476,2016 / 11,902.3517,9709.304,10.76
1000541,3476,2016 / 12,902.3517,9528.8337,10.56
1000541,4003,2016 / 01,193.5267,2206.204,11.4
1000541,4003,2016 / 02,193.5267,2204.2687,11.39
1000541,4003,2016 / 03,193.5267,2306.8378,11.92
1000541,4003,2016 / 04,193.5267,2330.061,12.04
1000541,4003,2016 / 05,193.5267,2337.8022,12.08
1000541,4003,2016 / 06,193.5267,2347.4785,12.13
1000541,4003,2016 / 07,193.5267,2403.6012,12.42
1000541,4003,2016 / 08,193.5267,2403.6012,12.42
1000541,4003,2016 / 09,193.5267,2403.6012,12.42
1000541,4003,2016 / 10,193.5267,2374.5722,12.27
1000541,4003,2016 / 11,193.5267,2397.7953,12.39
1000541,4003,2016 / 12,193.5267,2413.2775,12.47
1000541,4008,2016 / 04,403.5067,5241.5517,12.99
1000541,4008,2016 / 05,403.5067,5213.3062,12.92
1000541,4008,2016 / 06,405.3033,5394.5873,13.31
1000541,4008,2016 / 07,1923.7083,26854.9682,13.96
1000541,4008,2016 / 08,2668.8933,36483.7718,13.67
1000541,4008,2016 / 09,2562.12,34562.9988,13.49
1000541,4008,2016 / 10,2562.12,32615.7877,12.73
1000541,4008,2016 / 11,2138.9217,26437.0718,12.36
1000541,4008,2016 / 12,2198.3817,27062.0783,12.31
1000541,4711,2016 / 01,2741.8033,44855.9025,16.36
1000541,4711,2016 / 02,2741.8033,45184.9188,16.48
1000541,4711,2016 / 03,2741.8033,48392.829,17.65
1000541,4711,2016 / 04,2741.8033,48612.1732,17.73
1000541,4711,2016 / 05,2741.8033,49599.2223,18.09
1000541,4711,2016 / 06,2741.8033,49242.7878,17.96
1000541,4711,2016 / 07,2741.8033,51299.1403,18.71
1000541,4711,2016 / 08,2741.8033,51381.3945,18.74
1000541,4711,2016 / 09,2741.8033,51381.3945,18.74
1000541,4711,2016 / 10,2741.8033,50202.419,18.31
1000541,4711,2016 / 11,2741.8033,51874.9192,18.92
1000541,4711,2016 / 12,3047.715,51963.5408,17.05
1000973,11681,2016 / 01,243.2083,3757.5688,15.45
1000973,11681,2016 / 02,243.2083,3618.94,14.88
1000973,11681,2016 / 03,243.2083,3842.6917,15.8
1000973,11681,2016 / 04,243.2083,3789.1858,15.58
1000973,11681,2016 / 05,243.2083,3983.7525,16.38
1000973,11681,2016 / 06,243.2083,3854.8522,15.85
1000973,11681,2016 / 07,243.2083,4173.455,17.16
1000973,11681,2016 / 08,243.2083,4178.3192,17.18
1000973,11681,2016 / 09,243.2083,4299.9233,17.68
1000973,11681,2016 / 10,243.2083,4219.6647,17.35
1000973,11681,2016 / 11,243.2083,4190.4797,17.23
1000973,11681,2016 / 12,249.3433,4186.4745,16.79
1000973,14142,2016 / 01,1295.3733,22293.375,17.21
1000973,14142,2016 / 02,1295.3733,22539.496,17.4
1000973,14142,2016 / 03,1300.0517,23959.9522,18.43
1000973,14142,2016 / 04,1300.0517,24258.9642,18.66
1000973,14142,2016 / 05,1300.0517,24323.9667,18.71
1000973,14142,2016 / 06,1304.6617,24775.525,18.99
1000973,14142,2016 / 07,1304.6617,25179.9702,19.3
1000973,14142,2016 / 08,1304.6617,24958.1777,19.13
1000973,14142,2016 / 09,1309.675,24805.2445,18.94
1000973,14142,2016 / 10,1309.675,24661.1803,18.83
1000973,14142,2016 / 11,1309.675,25316.0178,19.33
1000973,14142,2016 / 12,1349.0733,26037.1153,19.3
1000973,19496,2016 / 01,187.18,5767.0158,30.81
1000973,19496,2016 / 02,187.18,5718.349,30.55
1000973,19496,2016 / 03,187.18,6137.6322,32.79
1000973,19496,2016 / 04,187.18,6206.8888,33.16
1000973,19496,2016 / 05,187.18,6384.7098,34.11
1000973,19496,2016 / 06,187.18,6281.7608,33.56
1000973,19496,2016 / 07,187.18,6616.813,35.35
1000973,19496,2016 / 08,187.18,6603.7103,35.28
1000973,19496,2016 / 09,187.18,6607.454,35.3
1000973,19496,2016 / 10,187.18,6339.7867,33.87
1000973,19496,2016 / 11,187.18,6538.1973,34.93
1000973,19496,2016 / 12,192.1867,6459.3938,33.61
1000973,20031,2016 / 01,4337.97,25637.4027,5.91
1000973,20031,2016 / 02,4362.0117,25343.2878,5.81
1000973,20031,2016 / 03,4386.7183,26408.0443,6.02
1000973,20031,2016 / 04,4410.75,27258.435,6.18
1000973,20031,2016 / 05,4432.7567,27527.4188,6.21
1000973,20031,2016 / 06,4452.145,27781.3848,6.24
1000973,20031,2016 / 07,4471.5367,28438.9732,6.36
1000973,20031,2016 / 08,4490.6267,28740.0107,6.4
1000973,20031,2016 / 09,4509.6783,29087.4253,6.45
1000973,20031,2016 / 10,4528.67,29436.355,6.5
1000973,20031,2016 / 11,4547.2667,29557.2333,6.5
1000973,20031,2016 / 12,4564.575,30171.8408,6.61
1000973,4008,2016 / 01,4327.4667,52016.1493,12.02
1000973,4008,2016 / 02,4317.065,51588.927,11.95
1000973,4008,2016 / 03,4314.6983,56177.3722,13.02
1000973,4008,2016 / 04,4306.7233,55944.336,12.99
1000973,4008,2016 / 05,4299.4117,55548.3987,12.92
1000973,4008,2016 / 06,4315.9633,57445.4718,13.31
1000973,4008,2016 / 07,4307.4933,60132.607,13.96
1000973,4008,2016 / 08,3753.0967,51304.8315,13.67
1000973,4008,2016 / 09,3569.9183,48158.1985,13.49
1000973,4008,2016 / 10,3569.9183,45445.0605,12.73
1000973,4008,2016 / 11,3552.39,43907.5405,12.36
1000973,4008,2016 / 12,3651.1433,44945.5743,12.31
1000973,4063,2016 / 01,919.855,11387.8048,12.38
1000973,4063,2016 / 02,919.855,11378.6063,12.37
1000973,4063,2016 / 03,919.855,12160.4832,13.22
1000973,4063,2016 / 04,919.855,12289.2628,13.36
1000973,4063,2016 / 05,919.855,12445.6382,13.53
1000973,4063,2016 / 06,919.855,12215.6743,13.28
1000973,4063,2016 / 07,919.855,12804.3817,13.92
1000973,4063,2016 / 08,919.855,12960.757,14.09
1000973,4063,2016 / 09,919.855,12988.3527,14.12
1000973,4063,2016 / 10,919.855,12565.2193,13.66
1000973,4063,2016 / 11,919.855,12776.786,13.89
1000973,4063,2016 / 12,932.0433,12946.0818,13.89
1000973,8844,2016 / 05,709.1583,25139.663,35.45
1000973,8844,2016 / 06,709.1583,24430.5047,34.45
1000973,8844,2016 / 07,709.1583,26075.752,36.77
1000973,8844,2016 / 08,709.1583,25118.3882,35.42
1000973,8844,2016 / 09,709.1583,25416.2347,35.84
1000973,8844,2016 / 10,709.1583,23352.584,32.93
1000973,8844,2016 / 11,709.1583,24132.6582,34.03
1000973,8844,2016 / 12,726.5417,23917.7517,32.92
1001058,14142,2016 / 01,1436.5983,24723.8573,17.21
1001058,14142,2016 / 02,1436.5983,24996.811,17.4
1001058,14142,2016 / 03,1441.7867,26572.1283,18.43
1001058,14142,2016 / 04,1441.7867,26903.7392,18.66
1001058,14142,2016 / 05,1441.7867,26975.8285,18.71
1001058,14142,2016 / 06,1446.8983,27476.5993,18.99
1001058,14142,2016 / 07,1446.8983,27925.1378,19.3
1001058,14142,2016 / 08,1446.8983,27679.1652,19.13
1001058,14142,2016 / 09,1452.4583,27509.5608,18.94
1001058,14142,2016 / 10,1452.4583,27349.7905,18.83
1001058,14142,2016 / 11,1452.4583,28076.0197,19.33
1001058,14142,2016 / 12,1496.1533,28875.7593,19.3
1001058,3476,2016 / 01,3367.7267,30747.3445,9.13
1001058,3476,2016 / 02,3367.7267,30578.9582,9.08
1001058,3476,2016 / 03,3382.18,32063.0663,9.48
1001058,3476,2016 / 04,3382.18,32908.6113,9.73
1001058,3476,2016 / 05,3382.18,33280.6512,9.84
1001058,3476,2016 / 06,3396.425,32979.2868,9.71
1001058,3476,2016 / 07,3396.425,34066.1428,10.03
1001058,3476,2016 / 08,3396.425,34711.4635,10.22
1001058,3476,2016 / 09,3410.0783,34885.1013,10.23
1001058,3476,2016 / 10,3410.0783,34748.6982,10.19
1001058,3476,2016 / 11,3410.0783,36692.4428,10.76
1001058,3476,2016 / 12,3523.075,37203.672,10.56
1001058,3532,2016 / 01,822.1867,16476.6208,20.04
1001058,3532,2016 / 02,822.1867,16295.7397,19.82
1001058,3532,2016 / 03,826.5383,17489.5512,21.16
1001058,3532,2016 / 04,826.5383,18068.128,21.86
1001058,3532,2016 / 05,826.5383,18109.4548,21.91
1001058,3532,2016 / 06,830.9433,17832.044,21.46
1001058,3532,2016 / 07,830.9433,18563.274,22.34
1001058,3532,2016 / 08,1012.5867,23228.7382,22.94
1001058,3532,2016 / 09,1017.7233,23244.801,22.84
1001058,3532,2016 / 10,1017.7233,23061.6107,22.66
1001058,3532,2016 / 11,1017.7233,25178.4753,24.74
1001058,3532,2016 / 12,1084.0283,25648.1103,23.66
1001058,4008,2016 / 01,565.9967,6803.2798,12.02
1001058,4008,2016 / 02,1242.405,14846.7398,11.95
1001058,4008,2016 / 03,568.8733,7406.7308,13.02
1001058,4008,2016 / 04,568.035,7378.7747,12.99
1001058,4008,2016 / 05,568.035,7339.0122,12.92
1001058,4008,2016 / 06,570.5633,7594.198,13.31
1001058,4008,2016 / 07,570.5633,7965.064,13.96
1001058,4008,2016 / 08,570.5633,7799.6007,13.67
1001058,4008,2016 / 09,553.1717,7462.2858,13.49
1001058,4008,2016 / 10,553.1717,7041.8753,12.73
1001058,4008,2016 / 11,553.1717,6837.2018,12.36
1001058,4008,2016 / 12,568.5483,6998.83,12.31
1001058,4063,2016 / 01,2022.9967,25044.6987,12.38
1001058,4063,2016 / 02,2022.9967,25024.4688,12.37
1001058,4063,2016 / 03,1792.1283,23691.9365,13.22
1001058,4063,2016 / 04,1792.1283,23942.8345,13.36
1001058,4063,2016 / 05,1792.1283,24247.4963,13.53
1001058,4063,2016 / 06,1792.1283,23799.4643,13.28
1001058,4063,2016 / 07,1792.1283,24946.4263,13.92
1001058,4063,2016 / 08,1792.1283,25251.0882,14.09
1001058,4063,2016 / 09,1792.1283,25304.852,14.12
1001058,4063,2016 / 10,1792.1283,24480.473,13.66
1001058,4063,2016 / 11,1792.1283,24892.6625,13.89
1001058,4063,2016 / 12,1815.875,25222.5038,13.89
1001058,4786,2016 / 01,14359.655,177628.9323,12.37
1001058,4786,2016 / 02,14404.2717,177748.7123,12.34
1001058,4786,2016 / 03,14445.9967,179130.3587,12.4
1001058,4786,2016 / 04,14490.125,180691.8588,12.47
1001058,4786,2016 / 05,14532.0567,181650.7083,12.5
1001058,4786,2016 / 06,14574.9267,184955.8193,12.69
1001058,4786,2016 / 07,14615.9267,184745.313,12.64
1001058,4786,2016 / 08,14657.6783,185126.4773,12.63
1001058,4786,2016 / 09,14699.38,184036.2377,12.52
1001058,4786,2016 / 10,14740.3917,181896.4332,12.34
1001058,4786,2016 / 11,14782.1967,173838.6328,11.76
1001058,4786,2016 / 12,14825.335,175383.713,11.83
1001478,3148,2016 / 07,461.2617,4612.6167,10
1001478,3164,2016 / 07,735.98,7639.4725,10.38
1001478,3164,2016 / 08,735.98,7764.5892,10.55
1001478,3164,2016 / 09,735.98,7852.9067,10.67
1001478,3164,2016 / 10,735.98,7830.8272,10.64
1001478,3164,2016 / 11,735.98,7816.1075,10.62
