,Unique_Advisor_Id,Unique_Investment_Id,Month,Shares,AUM,AT1,AT2,AT4,AT5,AT6,AT7,AT9,AT11,AT12,AT13,AT14,AT16,AT17,AT18,AT19,AT22,AT23,AT25,AT26,AT30,Morningstar Category,Investment,Rating,1 Yr % Rank,3 Yr % Rank,5 Yr % Rank,10 Yr % Rank,1 Yr Return,3 Yr Return,5 Yr Return,10 Yr Return,1 Yr Excess Return vs Primary Ix,3 Yr Excess Return vs Primary Ix,5 Yr Excess Return vs Primary Ix,10 Yr Excess Return vs Primary Ix,1 Yr Excess Return vs Category Ix,3 Yr Excess Return vs Category Ix,5 Yr Excess Return vs Category Ix,10 Yr Excess Return vs Category Ix,Net Flows,class_label
10,1000103,14142,2016-08-01,847.225,16207.414333333301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,US Fund Large Value,Invesco Diversified Dividend A,5.0,34.0,7.0,8.0,5.0,11.132508,11.442915,14.499616,7.860741,-1.420498,-0.8614809999999999,-0.185534,0.351476,-1.790028,0.753092,0.11268800000000001,1.776312,-426551313.0,H
11,1000103,14142,2016-09-01,845.81,16019.6413333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Diversified Dividend A,4.0,63.0,6.0,16.0,5.0,11.706453999999999,10.506889,15.674469,7.606292999999999,-3.723989,-0.654536,-0.699254,0.368193,-4.488658999999999,0.802529,-0.47592799999999996,1.753132,-2226451039.0,H
12,1000103,14142,2016-10-01,845.81,15926.602333333301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,US Fund Large Value,Invesco Diversified Dividend A,5.0,19.0,5.0,7.0,5.0,6.267659,8.643438,13.594985000000001,7.1817910000000005,1.758576,-0.195159,0.0294,0.483624,-0.10314000000000001,1.0561260000000001,0.289615,1.833468,-2675510275.0,H
13,1000103,14142,2016-11-01,845.81,16349.5073333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,US Fund Large Value,Invesco Diversified Dividend A,5.0,53.0,9.0,19.0,6.0,9.205731,8.941169,14.249510999999998,7.3552550000000005,1.147519,-0.12792699999999999,-0.195661,0.46990299999999996,-2.811659,0.344032,-0.44067799999999996,1.659014,-2826535826.0,H
14,1000103,14142,2016-12-01,845.81,16324.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Diversified Dividend A,5.0,49.0,8.0,16.0,6.0,14.334954000000002,9.212049,14.510224,7.445607000000001,2.3750310000000003,0.340105,-0.15021800000000002,0.49992200000000003,-3.005497,0.626722,-0.28860399999999997,1.7230869999999998,-2289335816.0,H
15,1000103,3462,2016-01-01,365.83666666666704,2520.61466666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Corporate Bond,Invesco Corporate Bond A,3.0,56.0,21.0,34.0,44.0,-4.010842,2.255743,4.575362999999999,5.135117,-1.01346,0.28671599999999997,0.130884,-0.116773,-0.744002,0.163193,0.011,-0.210402,165709265.0,H
16,1000103,3491,2016-01-01,1401.20333333333,30672.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Growth and Income A,3.0,51.0,54.0,61.0,38.0,-5.455854,7.583583999999999,7.62617,5.096689,-0.45655100000000004,-1.20747,-1.980032,-0.0964,-0.45655100000000004,-1.20747,-1.980032,-0.0964,-1618909171.0,H
17,1000103,3491,2016-02-01,1401.20333333333,30294.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,US Fund Large Value,Invesco Growth and Income A,3.0,65.0,67.0,67.0,40.0,-11.792202,6.522031,6.615939999999999,4.9813480000000006,-2.3851720000000003,-1.7443099999999998,-2.193627,-0.145054,-2.3851720000000003,-1.7443099999999998,-2.193627,-0.145054,-711996111.0,H
18,1000103,3491,2016-03-01,1406.38,32234.2296666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Growth and Income A,3.0,69.0,69.0,63.0,40.0,-4.889837,7.410288,8.202447,5.547469,-3.3489760000000004,-1.969918,-2.043994,-0.170372,-3.3489760000000004,-1.969918,-2.043994,-0.170372,93954610.0,H
19,1000103,3534,2016-01-01,18.9685,1790.7666666666698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,83.0,76.0,64.0,52.0,-8.853734,6.249323,7.5063,4.640935,-3.854432,-2.541731,-2.099902,-0.5521159999999999,-3.854432,-2.541731,-2.099902,-0.5521159999999999,-1618909171.0,H
20,1000103,3534,2016-02-01,24.1291666666667,2055.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,86.0,81.0,68.0,56.0,-15.101938,5.561849,6.566655,4.421591,-5.694908,-2.7044919999999997,-2.242912,-0.704811,-5.694908,-2.7044919999999997,-2.242912,-0.704811,-711996111.0,H
21,1000103,3534,2016-03-01,25.026999999999997,2311.46666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,90.0,80.0,65.0,53.0,-7.837776,6.5677970000000006,8.113257,5.088634,-6.296915,-2.81241,-2.1331849999999997,-0.629206,-6.296915,-2.81241,-2.1331849999999997,-0.629206,93954610.0,H
22,1000103,3534,2016-04-01,25.5588333333333,2435.78333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,89.0,77.0,61.0,50.0,-7.136311999999999,6.962974000000001,8.103635,5.168680999999999,-6.732557000000001,-2.628193,-2.0217970000000003,-0.5036470000000001,-6.732557000000001,-2.628193,-2.0217970000000003,-0.5036470000000001,-684760239.0,H
23,1000103,3534,2016-05-01,52.243166666666696,4984.016666666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,89.0,85.0,63.0,53.0,-7.2513320000000006,5.721145,8.57611,5.368673,-7.193452000000001,-3.5079059999999997,-2.124221,-0.737775,-7.193452000000001,-3.5079059999999997,-2.124221,-0.737775,116430216.0,H
24,1000103,3534,2016-06-01,26.7275,2507.98333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,91.0,89.0,70.0,58.0,-6.928536,5.47206,8.590683,5.198861,-9.788684,-4.394675,-2.760862,-0.93129,-9.788684,-4.394675,-2.760862,-0.93129,-517605336.0,H
25,1000103,3534,2016-07-01,27.4553333333333,2677.56666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,90.0,88.0,69.0,56.0,-3.5401190000000002,5.1509089999999995,10.03916,5.489177,-8.924814,-3.8416940000000004,-2.7097119999999997,-0.6899029999999999,-8.924814,-3.8416940000000004,-2.7097119999999997,-0.6899029999999999,-1406210000.0,H
26,1000103,3534,2016-07-01,27.4553333333333,2677.56666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,90.0,88.0,69.0,56.0,-3.5401190000000002,5.1509089999999995,10.03916,5.489177,-8.924814,-3.8416940000000004,-2.7097119999999997,-0.6899029999999999,-8.924814,-3.8416940000000004,-2.7097119999999997,-0.6899029999999999,-1406210000.0,H
27,1000103,3534,2016-08-01,28.2191666666667,2822.48333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,76.0,84.0,56.0,52.0,6.79432,7.094489,12.282403,5.578737,-6.128215,-3.595333,-2.104525,-0.5056930000000001,-6.128215,-3.595333,-2.104525,-0.5056930000000001,-426551313.0,H
28,1000103,3534,2016-08-01,28.2191666666667,2822.48333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,76.0,84.0,56.0,52.0,6.79432,7.094489,12.282403,5.578737,-6.128215,-3.595333,-2.104525,-0.5056930000000001,-6.128215,-3.595333,-2.104525,-0.5056930000000001,-426551313.0,H
29,1000103,3534,2016-08-01,28.2191666666667,2822.48333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,76.0,84.0,56.0,52.0,6.79432,7.094489,12.282403,5.578737,-6.128215,-3.595333,-2.104525,-0.5056930000000001,-6.128215,-3.595333,-2.104525,-0.5056930000000001,-426551313.0,H
30,1000103,3534,2016-09-01,28.748666666666697,2875.4166666666697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,62.0,81.0,50.0,52.0,11.750888,6.34713,14.295786999999999,5.339507,-4.444225,-3.3572309999999996,-1.8546099999999999,-0.5136539999999999,-4.444225,-3.3572309999999996,-1.8546099999999999,-0.5136539999999999,-2226451039.0,H
31,1000103,3534,2016-10-01,29.816999999999997,2955.21666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,68.0,79.0,50.0,49.0,2.255302,4.632466,11.599989,5.001604,-4.1154980000000005,-2.954845,-1.70538,-0.34671799999999997,-4.1154980000000005,-2.954845,-1.70538,-0.34671799999999997,-2675510275.0,H
32,1000103,3534,2016-11-01,31.1455,3366.4166666666697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,32.0,65.0,29.0,38.0,11.009248,6.461984999999999,13.838635,5.851869000000001,-1.008143,-2.135152,-0.851554,0.155628,-1.008143,-2.135152,-0.851554,0.155628,-2826535826.0,H
33,1000103,3534,2016-12-01,28.920833333333302,3180.48333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Large Value,Invesco Comstock R,3.0,21.0,67.0,30.0,42.0,17.536525,6.275912,13.928456,5.755792,0.196073,-2.309415,-0.8703719999999999,0.0333,0.196073,-2.309415,-0.8703719999999999,0.0333,-2289335816.0,H
34,1000103,3567,2016-03-01,7070.75916666667,50555.9280416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,82.0,68.0,43.0,58.0,-3.361451,0.84744,2.8446700000000003,2.997791,-5.321988,-1.652414,-0.9333879999999999,-1.89775,-2.1107240000000003,-0.999986,-0.389009,-1.273425,-872026338.0,H
35,1000103,3567,2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,80.0,68.0,39.0,56.0,-1.85087,1.38165,3.1920319999999998,3.174417,-4.571344,-0.905251,-0.403851,-1.780334,-1.6424509999999999,-0.932207,-0.31669200000000003,-1.254405,-379308143.0,H
36,1000103,3567,2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,81.0,69.0,39.0,59.0,-1.3069549999999999,1.569679,3.3545839999999996,3.214544,-4.301819,-1.341828,0.0217,-1.7541490000000002,-1.7995130000000001,-0.98272,-0.356756,-1.277564,-51294315.0,H
37,1000103,3567,2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,83.0,69.0,39.0,57.0,-0.560639,1.832327,3.4305529999999997,3.2039169999999997,-6.561889999999999,-2.231154,-0.331856,-1.929582,-1.496677,-0.930003,-0.361329,-1.2610940000000002,-676499467.0,H
38,1000103,3567,2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,75.0,63.0,31.0,57.0,1.3008469999999999,2.049061,3.760163,3.323056,-4.634199,-2.1858020000000002,0.193512,-1.7355450000000001,-1.085388,-0.863424,-0.29649000000000003,-1.2313290000000001,664658751.0,H
39,1000103,3567,2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,75.0,63.0,31.0,57.0,1.3008469999999999,2.049061,3.760163,3.323056,-4.634199,-2.1858020000000002,0.193512,-1.7355450000000001,-1.085388,-0.863424,-0.29649000000000003,-1.2313290000000001,664658751.0,H
40,1000103,3567,2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,65.0,68.0,31.0,58.0,3.1179069999999998,2.3162380000000002,4.87897,3.3422660000000004,-2.84817,-2.0571189999999997,1.635959,-1.544822,-0.763872,-0.866122,-0.27663699999999997,-1.2261229999999999,447326128.0,H
41,1000103,3567,2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,65.0,68.0,31.0,58.0,3.1179069999999998,2.3162380000000002,4.87897,3.3422660000000004,-2.84817,-2.0571189999999997,1.635959,-1.544822,-0.763872,-0.866122,-0.27663699999999997,-1.2261229999999999,447326128.0,H
42,1000103,3567,2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,65.0,68.0,31.0,58.0,3.1179069999999998,2.3162380000000002,4.87897,3.3422660000000004,-2.84817,-2.0571189999999997,1.635959,-1.544822,-0.763872,-0.866122,-0.27663699999999997,-1.2261229999999999,447326128.0,H
43,1000103,3567,2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,28.0,59.0,32.0,58.0,5.724582,2.637811,5.016567,3.406286,0.532143,-1.387907,1.935154,-1.382966,0.26045300000000005,-0.756808,-0.230066,-1.198158,1243561954.0,H
44,1000103,3567,2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,2.0,24.0,55.0,33.0,56.0,6.511296,2.614234,4.5636410000000005,3.4054550000000003,2.1408,-0.8674709999999999,1.66255,-1.234341,-0.0178,-0.813605,-0.256958,-1.213804,1737779253.0,H
45,1000103,3567,2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,3.0,29.0,54.0,31.0,52.0,7.908228,2.5836759999999996,4.755936,3.3740959999999998,5.7365639999999996,-0.203914,2.328505,-0.8951610000000001,0.153203,-0.765237,-0.223451,-1.217519,2549071668.0,H
46,1000103,3567,2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate A,3.0,23.0,47.0,27.0,53.0,11.149653,2.890009,4.898501,3.4550370000000004,8.50217,-0.14034000000000002,2.6659439999999996,-0.889658,0.992022,-0.694825,-0.215594,-1.188137,5783242731.0,H
47,1000103,3573,2016-03-01,18825.827916666698,134416.411333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate Y,4.0,79.0,54.0,30.0,0.0,-3.006539,1.13637,3.098835,0.0,-4.9670760000000005,-1.363484,-0.6792229999999999,0.0,-1.755812,-0.711056,-0.134844,0.0,-872026338.0,H
48,1000103,3573,2016-04-01,18825.827916666698,137052.02725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate Y,4.0,77.0,50.0,24.0,0.0,-1.615029,1.6723669999999997,3.4474089999999995,0.0,-4.335503,-0.614534,-0.148474,0.0,-1.4066100000000001,-0.64149,-0.0613,0.0,-379308143.0,H
49,1000103,3573,2016-05-01,17910.457083333302,130925.441291667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate Y,4.0,78.0,53.0,26.0,0.0,-0.9427209999999999,1.861,3.610525,0.0,-3.937585,-1.050507,0.27766799999999997,0.0,-1.4352790000000002,-0.6914,-0.100815,0.0,-51294315.0,H
50,1000103,3573,2016-06-01,17910.457083333302,130209.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate Y,4.0,80.0,58.0,29.0,0.0,-0.45741499999999996,2.035483,3.6583669999999997,0.0,-6.458666,-2.0279979999999997,-0.10404100000000001,0.0,-1.393453,-0.726847,-0.13351500000000002,0.0,-676499467.0,H
51,1000103,3573,2016-07-01,17910.457083333302,132179.173291667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate Y,4.0,67.0,44.0,21.0,0.0,1.547839,2.3426080000000002,4.017677,0.0,-4.387207,-1.892255,0.45102700000000007,0.0,-0.8383959999999999,-0.569876,-0.039,0.0,664658751.0,H
52,1000103,3573,2016-07-01,17910.457083333302,132179.173291667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,US Fund Bank Loan,Invesco Floating Rate Y,4.0,67.0,44.0,21.0,0.0,1.547839,2.3426080000000002,4.017677,0.0,-4.387207,-1.892255,0.45102700000000007,0.0,-0.8383959999999999,-0.569876,-0.039,0.0,664658751.0,H
53,1000103,3573,2016-08-01,17910.457083333302,132716.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate Y,4.0,49.0,47.0,17.0,0.0,3.510502,2.6074319999999997,5.169703,0.0,-2.455575,-1.765925,1.9266919999999998,0.0,-0.371277,-0.574928,0.0141,0.0,447326128.0,H
54,1000103,3573,2016-08-01,17910.457083333302,132716.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,US Fund Bank Loan,Invesco Floating Rate Y,4.0,49.0,47.0,17.0,0.0,3.510502,2.6074319999999997,5.169703,0.0,-2.455575,-1.765925,1.9266919999999998,0.0,-0.371277,-0.574928,0.0141,0.0,447326128.0,H
